Timestamp,Client_IP,MAC_Address,DHCP_Server,Operation,VLAN,Gateway,Assigned_IP,Lease_Duration_Seconds,Response_Time_MS,Transaction_ID,Success,Anomaly_Detected
2026-03-12 20:01:53,192.168.1.13,aa:7c:40:69:23:6a,DHCP-Server-02,INFORM,VLAN-10,192.168.1.1,,0,0,TXN-000058,Pending,No
2026-03-14 13:48:53,192.168.3.199,4b:01:8d:4a:42:80,DHCP-Server-02,DISCOVER,VLAN-30,192.168.3.1,,0,0,TXN-000059,Pending,No
2026-03-13 01:48:53,192.168.1.34,07:b7:79:a5:08:59,DHCP-Server-03,DISCOVER,VLAN-10,192.168.1.1,,0,0,TXN-000060,Pending,No
2026-03-16 06:01:53,192.168.4.135,3a:20:f3:e5:b9:37,DHCP-Server-04,RELEASE,VLAN-40,192.168.4.1,,0,0,TXN-000061,Pending,No
2026-03-15 02:08:53,192.168.5.12,9a:ea:0f:1f:f5:cd,DHCP-Server-04,DECLINE,VLAN-50,192.168.5.1,,0,0,TXN-000062,No,No
2026-03-17 02:02:53,192.168.4.19,29:a4:4b:21:40:8c,DHCP-Server-03,ACK,VLAN-40,192.168.4.1,192.168.4.166,3600,259,TXN-000063,Yes,No
2026-03-16 01:51:53,192.168.1.204,3a:6e:dc:e7:74:d3,DHCP-Server-03,INFORM,VLAN-10,192.168.1.1,,0,0,TXN-000064,Pending,No
2026-03-13 18:38:53,192.168.4.187,30:a0:da:a0:82:bf,DHCP-Server-02,DECLINE,VLAN-40,192.168.4.1,,0,0,TXN-000065,No,No
2026-03-16 03:19:53,192.168.1.24,2b:2f:dd:31:be:42,DHCP-Server-01,RELEASE,VLAN-10,192.168.1.1,,0,0,TXN-000066,Pending,No
2026-03-15 23:14:53,192.168.5.85,3e:d2:b5:d8:1a:93,DHCP-Server-03,REQUEST,VLAN-50,192.168.5.1,,0,0,TXN-000067,Pending,No
2026-03-14 07:26:53,192.168.5.55,4f:f6:72:37:b3:bc,DHCP-Server-01,INFORM,VLAN-50,192.168.5.1,,0,0,TXN-000068,Pending,No
2026-03-14 23:08:53,192.168.2.207,db:0d:88:0e:5c:8b,DHCP-Server-03,REQUEST,VLAN-20,192.168.2.1,,0,0,TXN-000069,Pending,No
2026-03-12 17:43:53,192.168.2.223,49:cd:23:48:0f:2e,DHCP-Server-02,ACK,VLAN-20,192.168.2.1,192.168.2.166,7200,175,TXN-000070,Yes,No
2026-03-18 20:34:53,192.168.3.185,a6:2b:1a:4f:50:19,DHCP-Server-01,REQUEST,VLAN-30,192.168.3.1,,0,0,TXN-000071,Pending,No
2026-03-13 20:57:53,192.168.4.125,e2:d4:8b:6e:3a:b0,DHCP-Server-04,DISCOVER,VLAN-40,192.168.4.1,,0,0,TXN-000072,Pending,No
2026-03-18 00:05:53,192.168.5.125,9d:17:70:ca:1c:03,DHCP-Server-02,REQUEST,VLAN-50,192.168.5.1,,0,0,TXN-000073,Pending,No
2026-03-14 17:04:53,192.168.2.196,82:94:a7:3d:03:fe,DHCP-Server-04,OFFER,VLAN-20,192.168.2.1,192.168.2.147,604800,273,TXN-000074,Pending,No
2026-03-13 18:51:53,192.168.5.144,b5:24:cb:15:df:09,DHCP-Server-04,DISCOVER,VLAN-50,192.168.5.1,,0,0,TXN-000075,Pending,No
2026-03-17 04:27:53,192.168.5.110,cf:d5:94:3a:cf:0a,DHCP-Server-03,OFFER,VLAN-50,192.168.5.1,192.168.5.142,7200,46,TXN-000076,Pending,No
2026-03-16 05:50:53,192.168.1.63,df:cd:28:ca:9e:ad,DHCP-Server-02,REQUEST,VLAN-10,192.168.1.1,,0,0,TXN-000077,Pending,No
2026-03-14 23:56:53,192.168.1.131,3a:63:b2:b3:4b:78,DHCP-Server-01,OFFER,VLAN-10,192.168.1.1,192.168.1.100,3600,89,TXN-000078,Pending,No
2026-03-18 06:19:53,192.168.1.46,fc:ed:e5:a5:a1:4d,DHCP-Server-04,DISCOVER,VLAN-10,192.168.1.1,,0,0,TXN-000079,Pending,No
2026-03-14 10:12:53,192.168.3.204,8c:1c:b4:25:9e:ec,DHCP-Server-04,DISCOVER,VLAN-30,192.168.3.1,,0,0,TXN-000080,Pending,No
2026-03-15 14:47:53,192.168.3.20,2e:c4:ec:15:e6:60,DHCP-Server-03,RELEASE,VLAN-30,192.168.3.1,,0,0,TXN-000081,Pending,No
2026-03-12 13:30:53,192.168.2.246,1f:e6:34:af:2b:58,DHCP-Server-01,OFFER,VLAN-20,192.168.2.1,192.168.2.162,7200,269,TXN-000082,Pending,No
2026-03-14 12:46:53,192.168.2.94,be:90:c6:d1:ad:1a,DHCP-Server-03,DISCOVER,VLAN-20,192.168.2.1,,0,0,TXN-000083,Pending,No
2026-03-12 06:59:53,192.168.5.174,c5:91:81:4c:aa:29,DHCP-Server-02,REQUEST,VLAN-50,192.168.5.1,,0,0,TXN-000084,Pending,No
2026-03-15 12:22:53,192.168.4.34,2b:9e:c0:a8:41:2f,DHCP-Server-04,RELEASE,VLAN-40,192.168.4.1,,0,0,TXN-000085,Pending,No
2026-03-16 11:46:53,192.168.3.80,5c:6d:ae:f8:62:73,DHCP-Server-02,OFFER,VLAN-30,192.168.3.1,192.168.3.125,86400,433,TXN-000086,Pending,No
2026-03-14 23:20:53,192.168.5.198,13:ac:43:c0:4e:53,DHCP-Server-02,INFORM,VLAN-50,192.168.5.1,,0,0,TXN-000087,Pending,No
2026-03-12 16:18:53,192.168.5.208,54:e0:16:d2:ba:79,DHCP-Server-04,RELEASE,VLAN-50,192.168.5.1,,0,0,TXN-000088,Pending,No
2026-03-14 07:50:53,192.168.4.60,7a:9e:f0:63:bc:e1,DHCP-Server-04,INFORM,VLAN-40,192.168.4.1,,0,0,TXN-000089,Pending,No
2026-03-18 09:06:53,192.168.4.129,d6:52:66:46:80:1a,DHCP-Server-04,INFORM,VLAN-40,192.168.4.1,,0,0,TXN-000090,Pending,No
2026-03-15 12:09:53,192.168.1.183,3f:91:2a:52:8b:e6,DHCP-Server-02,INFORM,VLAN-10,192.168.1.1,,0,0,TXN-000091,Pending,No
2026-03-14 08:17:53,192.168.2.210,e6:b2:0d:d4:1b:ca,DHCP-Server-03,OFFER,VLAN-20,192.168.2.1,192.168.2.70,7200,192,TXN-000092,Pending,No
2026-03-17 14:33:53,192.168.3.239,32:ab:4a:46:13:92,DHCP-Server-04,DECLINE,VLAN-30,192.168.3.1,,0,0,TXN-000093,No,No
2026-03-16 10:16:53,192.168.4.115,02:28:09:83:6e:4c,DHCP-Server-04,DISCOVER,VLAN-40,192.168.4.1,,0,0,TXN-000094,Pending,No
2026-03-17 03:31:53,192.168.2.78,3e:18:7a:d6:ea:20,DHCP-Server-01,INFORM,VLAN-20,192.168.2.1,,0,0,TXN-000095,Pending,No
2026-03-13 13:14:53,192.168.5.138,08:7b:49:95:db:00,DHCP-Server-03,OFFER,VLAN-50,192.168.5.1,192.168.5.97,7200,341,TXN-000096,Pending,No
2026-03-14 22:33:53,192.168.5.250,b8:22:0a:c7:f0:16,DHCP-Server-04,REQUEST,VLAN-50,192.168.5.1,,0,0,TXN-000097,Pending,No
2026-03-13 12:21:53,192.168.1.92,22:b0:7b:35:aa:44,DHCP-Server-01,REQUEST,VLAN-10,192.168.1.1,,0,0,TXN-000098,Pending,No
2026-03-14 17:34:53,192.168.2.213,ed:f5:5d:45:20:ea,DHCP-Server-01,REQUEST,VLAN-20,192.168.2.1,,0,0,TXN-000099,Pending,No
2026-03-18 07:31:53,192.168.2.227,15:a1:9e:cb:f2:81,DHCP-Server-01,INFORM,VLAN-20,192.168.2.1,,0,0,TXN-000100,Pending,No
2026-03-18 01:24:53,192.168.3.92,18:a9:8b:3f:bc:df,DHCP-Server-04,DECLINE,VLAN-30,192.168.3.1,,0,0,TXN-000101,No,No
2026-03-14 21:58:53,192.168.4.87,5f:fe:fe:bc:88:2a,DHCP-Server-04,DISCOVER,VLAN-40,192.168.4.1,,0,0,TXN-000102,Pending,No
2026-03-18 13:51:53,192.168.2.140,96:a4:34:28:a7:97,DHCP-Server-03,ACK,VLAN-20,192.168.2.1,192.168.2.92,7200,354,TXN-000103,Yes,No
2026-03-16 19:13:53,192.168.4.11,b4:de:8c:1d:26:cf,DHCP-Server-03,RELEASE,VLAN-40,192.168.4.1,,0,0,TXN-000104,Pending,No
2026-03-18 13:34:53,192.168.2.244,0f:49:e0:11:40:22,DHCP-Server-02,INFORM,VLAN-20,192.168.2.1,,0,0,TXN-000105,Pending,No
2026-03-16 11:17:53,192.168.3.99,10:4e:e6:bd:be:e3,DHCP-Server-01,RELEASE,VLAN-30,192.168.3.1,,0,0,TXN-000106,Pending,No
2026-03-16 01:04:53,192.168.3.102,a0:8e:7f:3a:0d:5f,DHCP-Server-04,RELEASE,VLAN-30,192.168.3.1,,0,0,TXN-000107,Pending,No
2026-03-14 10:07:53,192.168.5.31,86:85:e4:6d:92:fb,DHCP-Server-02,DISCOVER,VLAN-50,192.168.5.1,,0,0,TXN-000108,Pending,No
2026-03-13 12:00:53,192.168.1.116,58:e3:2c:a3:b1:21,DHCP-Server-03,REQUEST,VLAN-10,192.168.1.1,,0,0,TXN-000109,Pending,No
2026-03-17 17:22:53,192.168.2.204,b9:72:3e:66:47:79,DHCP-Server-04,DISCOVER,VLAN-20,192.168.2.1,,0,0,TXN-000110,Pending,No
2026-03-17 12:59:53,192.168.5.95,ef:42:2c:21:9e:cb,DHCP-Server-04,RELEASE,VLAN-50,192.168.5.1,,0,0,TXN-000111,Pending,No
2026-03-12 23:03:53,192.168.4.211,25:40:a2:25:e6:ee,DHCP-Server-03,OFFER,VLAN-40,192.168.4.1,192.168.4.83,604800,222,TXN-000112,Pending,No
2026-03-12 11:05:53,192.168.1.213,3f:4e:9b:54:52:a5,DHCP-Server-02,REQUEST,VLAN-10,192.168.1.1,,0,0,TXN-000113,Pending,No
2026-03-13 04:10:53,192.168.5.230,91:28:80:64:8c:40,DHCP-Server-03,RELEASE,VLAN-50,192.168.5.1,,0,0,TXN-000114,Pending,No
2026-03-13 15:58:53,192.168.5.165,56:4e:57:ac:15:0e,DHCP-Server-01,DISCOVER,VLAN-50,192.168.5.1,,0,0,TXN-000115,Pending,No
2026-03-13 17:55:53,192.168.5.68,6b:d5:0f:fe:94:9a,DHCP-Server-04,OFFER,VLAN-50,192.168.5.1,192.168.5.126,7200,233,TXN-000116,Pending,No
2026-03-16 17:30:53,192.168.1.41,e1:d4:f7:ed:68:ae,DHCP-Server-02,REQUEST,VLAN-10,192.168.1.1,,0,0,TXN-000117,Pending,No
2026-03-18 17:05:53,192.168.3.188,b0:cc:42:bd:36:a3,DHCP-Server-02,ACK,VLAN-30,192.168.3.1,192.168.3.118,86400,231,TXN-000118,Yes,No
2026-03-12 15:34:53,192.168.1.13,94:c4:d6:7f:51:a7,DHCP-Server-03,OFFER,VLAN-10,192.168.1.1,192.168.1.177,604800,264,TXN-000119,Pending,No
2026-03-16 07:18:53,192.168.3.128,0b:2e:c9:ea:7b:6e,DHCP-Server-03,DISCOVER,VLAN-30,192.168.3.1,,0,0,TXN-000120,Pending,No
2026-03-16 06:26:53,192.168.4.153,f0:92:04:37:dc:44,DHCP-Server-03,DECLINE,VLAN-40,192.168.4.1,,0,0,TXN-000121,No,No
2026-03-18 16:57:53,192.168.4.94,17:cd:1a:63:b9:93,DHCP-Server-01,ACK,VLAN-40,192.168.4.1,192.168.4.190,7200,144,TXN-000122,Yes,No
2026-03-17 06:02:53,192.168.5.175,3c:41:31:c9:bf:ad,DHCP-Server-03,INFORM,VLAN-50,192.168.5.1,,0,0,TXN-000123,Pending,No
2026-03-17 22:43:53,192.168.5.131,cd:14:17:13:46:aa,DHCP-Server-04,RELEASE,VLAN-50,192.168.5.1,,0,0,TXN-000124,Pending,No
2026-03-14 18:53:53,192.168.5.229,47:a7:a3:53:c9:99,DHCP-Server-03,RELEASE,VLAN-50,192.168.5.1,,0,0,TXN-000125,Pending,No
2026-03-18 05:18:53,192.168.5.126,99:f3:08:bc:a9:38,DHCP-Server-04,RELEASE,VLAN-50,192.168.5.1,,0,0,TXN-000126,Pending,No
2026-03-12 01:22:53,192.168.1.153,f2:87:74:1a:f5:57,DHCP-Server-04,OFFER,VLAN-10,192.168.1.1,192.168.1.58,604800,294,TXN-000127,Pending,No
2026-03-13 05:30:53,192.168.1.49,09:e1:a0:d6:4d:d3,DHCP-Server-02,ACK,VLAN-10,192.168.1.1,192.168.1.65,7200,362,TXN-000128,Yes,No
2026-03-18 00:51:53,192.168.2.144,a6:f4:c0:a0:58:eb,DHCP-Server-03,RELEASE,VLAN-20,192.168.2.1,,0,0,TXN-000129,Pending,No
2026-03-14 23:05:53,192.168.3.157,f7:62:7e:8e:98:73,DHCP-Server-03,INFORM,VLAN-30,192.168.3.1,,0,0,TXN-000130,Pending,No
2026-03-15 19:07:53,192.168.2.177,fa:a2:f5:b2:8c:93,DHCP-Server-01,RELEASE,VLAN-20,192.168.2.1,,0,0,TXN-000131,Pending,No
2026-03-13 04:41:53,192.168.4.230,ca:b0:4a:94:15:93,DHCP-Server-01,REQUEST,VLAN-40,192.168.4.1,,0,0,TXN-000132,Pending,No
2026-03-15 06:22:53,192.168.3.192,f5:6d:67:8a:8b:46,DHCP-Server-01,RELEASE,VLAN-30,192.168.3.1,,0,0,TXN-000133,Pending,No
2026-03-16 20:57:53,192.168.2.63,19:73:77:1a:33:d3,DHCP-Server-03,DECLINE,VLAN-20,192.168.2.1,,0,0,TXN-000134,No,No
2026-03-13 17:25:53,192.168.2.2,50:d0:f3:f4:66:93,DHCP-Server-03,REQUEST,VLAN-20,192.168.2.1,,0,0,TXN-000135,Pending,No
2026-03-17 02:07:53,192.168.1.167,76:13:59:d5:5a:12,DHCP-Server-04,INFORM,VLAN-10,192.168.1.1,,0,0,TXN-000136,Pending,No
2026-03-11 23:07:53,192.168.3.225,13:04:98:36:ab:91,DHCP-Server-04,DECLINE,VLAN-30,192.168.3.1,,0,0,TXN-000137,No,No
2026-03-14 22:09:53,192.168.4.228,44:ef:8b:62:39:a9,DHCP-Server-02,DECLINE,VLAN-40,192.168.4.1,,0,0,TXN-000138,No,No
2026-03-17 14:55:53,192.168.3.184,5f:07:ac:97:62:59,DHCP-Server-04,INFORM,VLAN-30,192.168.3.1,,0,0,TXN-000139,Pending,No
2026-03-13 23:01:53,192.168.3.23,cd:30:5e:47:f4:a5,DHCP-Server-02,DISCOVER,VLAN-30,192.168.3.1,,0,0,TXN-000140,Pending,No
2026-03-17 16:51:53,192.168.2.115,88:a8:9a:05:85:b8,DHCP-Server-02,DISCOVER,VLAN-20,192.168.2.1,,0,0,TXN-000141,Pending,No
2026-03-13 03:17:53,192.168.4.79,51:cf:9f:3c:97:bc,DHCP-Server-02,OFFER,VLAN-40,192.168.4.1,192.168.4.172,604800,79,TXN-000142,Pending,No
2026-03-15 07:43:53,192.168.5.96,d4:f1:6f:7e:29:e4,DHCP-Server-03,DISCOVER,VLAN-50,192.168.5.1,,0,0,TXN-000143,Pending,No
2026-03-17 16:51:53,192.168.1.16,67:4c:54:a7:e2:3b,DHCP-Server-02,DECLINE,VLAN-10,192.168.1.1,,0,0,TXN-000144,No,No
2026-03-18 20:31:53,192.168.1.231,e4:1c:e8:43:d4:e9,DHCP-Server-01,RELEASE,VLAN-10,192.168.1.1,,0,0,TXN-000145,Pending,No
2026-03-14 04:32:53,192.168.3.186,0b:ca:82:01:6f:25,DHCP-Server-01,ACK,VLAN-30,192.168.3.1,192.168.3.66,3600,278,TXN-000146,Yes,No
2026-03-13 15:58:53,192.168.1.253,f1:10:92:d1:5c:45,DHCP-Server-04,REQUEST,VLAN-10,192.168.1.1,,0,0,TXN-000147,Pending,No
2026-03-16 04:20:53,192.168.4.115,c1:c0:29:44:b2:3c,DHCP-Server-02,RELEASE,VLAN-40,192.168.4.1,,0,0,TXN-000148,Pending,No
2026-03-13 18:20:53,192.168.2.187,72:01:0b:98:ed:d9,DHCP-Server-04,INFORM,VLAN-20,192.168.2.1,,0,0,TXN-000149,Pending,No
2026-03-18 01:31:53,192.168.4.89,4f:8d:60:39:10:d6,DHCP-Server-01,OFFER,VLAN-40,192.168.4.1,192.168.4.67,604800,52,TXN-000150,Pending,No
2026-03-17 23:03:53,192.168.4.154,18:7d:16:cd:e0:77,DHCP-Server-02,INFORM,VLAN-40,192.168.4.1,,0,0,TXN-000151,Pending,No
2026-03-11 22:23:53,192.168.1.36,94:77:a3:a4:79:9a,DHCP-Server-02,DECLINE,VLAN-10,192.168.1.1,,0,0,TXN-000152,No,No
2026-03-18 17:47:53,192.168.4.77,8c:1f:59:da:fd:18,DHCP-Server-03,DECLINE,VLAN-40,192.168.4.1,,0,0,TXN-000153,No,No
2026-03-15 14:44:53,192.168.5.82,d5:d1:4c:99:c0:5e,DHCP-Server-04,OFFER,VLAN-50,192.168.5.1,192.168.5.126,604800,440,TXN-000154,Pending,No
2026-03-17 11:39:53,192.168.4.235,1d:d3:d5:44:c6:7c,DHCP-Server-03,OFFER,VLAN-40,192.168.4.1,192.168.4.70,3600,473,TXN-000155,Pending,No
2026-03-12 03:33:53,192.168.3.24,61:1a:89:c1:14:25,DHCP-Server-02,INFORM,VLAN-30,192.168.3.1,,0,0,TXN-000156,Pending,No
2026-03-13 04:46:53,192.168.5.56,f5:6a:aa:9b:07:6c,DHCP-Server-02,DECLINE,VLAN-50,192.168.5.1,,0,0,TXN-000157,No,No
2026-03-16 01:21:53,192.168.4.235,7c:68:cb:7a:a4:90,DHCP-Server-04,ACK,VLAN-40,192.168.4.1,192.168.4.128,3600,134,TXN-000158,Yes,No
